v0,v_He,T,dt,L,F_C6H6
1157.752075195312,845.2466430664062,1272.932861328125,0.5748677849769592,30.67371559143066,40.97353544755055
773.891357421875,1319.69384765625,998.5636596679689,0.7469853162765503,88.0986099243164,43.36838387474225
1484.771484375,476.6818237304688,1201.20654296875,1.640939950942993,77.3763198852539,42.65283042988139
817.6823730468749,536.6492919921875,1123.279296875,0.7150681018829346,86.06807708740234,32.74564328622029
1162.728149414062,1262.031127929688,1256.587524414062,1.951356530189514,92.29306030273438,40.31262299934291
1271.024536132812,683.7975463867188,1083.92724609375,1.127582907676697,38.10055923461914,44.44565557447569
1157.183715820312,1013.554809570312,1028.289428710938,1.687877774238586,59.26460647583007,47.89493544100821
1332.481567382812,1492.660888671875,1234.656616210938,1.277892827987671,51.94039154052734,55.05992977896125
762.8516845703125,716.862060546875,1170.31103515625,0.6181827783584595,88.59571838378906,29.02527654507011
686.031494140625,479.9561157226562,1109.04248046875,0.8464067578315735,91.1405258178711,23.53993937448221
608.7789306640625,1379.94287109375,1324.334716796875,1.929068803787231,17.06919860839844,33.24834562620848
911.9994506835938,598.3753662109375,1185.800659179688,1.449954390525818,17.39630889892578,36.67090663306656
1415.208618164062,898.8286743164062,1264.154174804688,1.754922151565552,78.921875,43.5968702195811
1264.500244140625,866.7073974609375,1283.388061523438,1.877164840698242,67.97746276855469,37.94860363405988
698.6637573242188,616.8589477539062,1059.826538085938,1.517533302307129,77.88626861572266,24.23770205142835
1134.416381835938,516.4349975585938,1171.257934570312,1.352841377258301,37.39629745483398,37.19015291500245
577.8385009765625,524.5916748046875,1010.529968261719,1.244334936141968,81.05946350097656,23.13755122798025
680.3401489257812,1130.396606445312,1339.967163085938,0.7428545355796814,56.10567092895508,30.49095719988539
893.2438964843749,1236.100830078125,1032.430297851562,1.844847798347473,40.29777145385742,43.79894500413188
940.53076171875,1474.451782226562,1259.781005859375,1.818641662597656,68.3163070678711,34.27748814786139
947.180908203125,1210.363403320312,1016.7568359375,1.767346858978271,26.86439895629883,43.10303907560724
480.8328247070312,1016.429321289062,1320.435180664062,1.78964900970459,16.04484176635742,26.10091928926938
573.4464111328125,954.8633422851562,1025.506469726562,1.014315009117126,69.36642456054688,29.68564997035085
1330.719970703125,1222.227783203125,1009.291931152344,1.028346061706543,38.21504592895508,60.67462076485118
835.1871337890625,1035.349731445312,1206.223510742188,1.877432703971863,64.21128845214844,33.87543339653479
696.5000610351562,1006.746276855469,1296.151000976562,1.26388692855835,37.42924499511719,26.79878818205247
1468.356689453125,594.04345703125,1060.735961914062,1.954550266265868,25.26728439331055,50.49601990325523
1089.464477539062,1244.230590820312,1027.0615234375,1.66449248790741,34.29801177978516,51.66715527968466
776.4011840820312,923.5321044921875,1323.574096679688,0.5575979351997375,53.60371780395508,35.35681437964464
755.6419067382812,864.5259399414062,1133.836669921875,0.8395177721977234,85.44763946533203,33.34111278821366
603.0431518554688,579.7816162109375,1088.388061523438,1.895613193511963,71.36283874511719,18.73839788789285
1118.741943359375,675.72900390625,1327.755981445312,1.083737730979919,35.09185028076172,37.39064434462427
1330.413940429688,1092.963256835938,1094.894165039062,1.541884660720825,40.15105438232422,51.98840555552103
1179.015258789062,1405.053955078125,1090.057006835938,0.5259988307952881,22.05048942565918,30.61145851618886
786.0654907226562,459.9566345214844,1183.20654296875,1.795487403869629,81.38999938964844,20.35301527043949
1180.355590820312,554.1676635742188,1136.67138671875,1.23256778717041,40.66635894775391,39.63740496945796
647.6676025390625,774.6963500976562,1088.890869140625,0.6094251871109009,89.83074951171875,30.65026336829138
483.5755310058594,483.2054138183594,1199.060791015625,1.552185773849487,87.0510025024414,14.80709009612839
610.9354858398438,1114.635864257812,1070.39111328125,1.770552635192871,86.1530532836914,21.72156409284522
985.652099609375,503.0870056152343,1034.006103515625,1.825889945030212,29.90756988525391,34.31876486017745
629.9385375976562,499.3934936523438,1063.36328125,0.986106038093567,99.47633361816406,18.70445733280527
767.9708251953125,1219.594116210938,1278.599365234375,1.987035274505615,81.46630859375,21.10503057766842
579.3424072265625,1295.863525390625,1079.463623046875,1.47576642036438,76.90853881835938,22.63978963583981
899.0771484374999,1104.411376953125,1285.645874023438,0.9964209198951721,83.86225128173828,37.56959201971163
770.2350463867188,1167.393310546875,1265.650024414062,0.5200502276420593,43.06395721435547,34.55200758718028
627.1907958984375,653.2752075195312,1320.292358398438,1.020239353179932,17.11371231079102,24.70279083464384
691.1934814453125,1085.471557617188,1152.65625,0.7898736596107483,90.21624755859375,28.50133486278589
503.0671081542969,563.3555908203125,1246.37158203125,1.677291393280029,65.36920166015625,15.74505372496948
941.2533569335939,838.8524780273438,1316.198852539062,1.899675846099854,22.62324905395508,31.04909410590949
711.0866088867188,1172.65966796875,1027.560668945312,1.294810771942139,10.5856876373291,42.43278054797051
871.1720581054686,1175.152099609375,1148.587524414062,0.5762453675270081,45.22067642211914,40.62841273332553
518.5838623046875,1094.415893554688,1339.339233398438,0.9159866571426392,88.22013854980469,20.77068648070388
937.1177368164062,599.05078125,1079.781372070312,1.924576282501221,48.91175079345703,30.44575880445209
1289.302734375,1075.85107421875,1283.425537109375,1.833457231521606,97.28231048583984,35.4549397028001
596.1951293945312,1246.774658203125,1100.541259765625,1.345187187194824,55.5177001953125,30.16324575755608
1395.26220703125,1492.21826171875,1315.932861328125,0.6259651184082031,54.3737678527832,56.74453071493779
1220.843139648438,475.8101196289062,1246.743041992188,1.788742542266846,94.79551696777344,31.33930657001048
1097.6484375,865.7021484375001,1255.812255859375,1.796170234680176,23.62777900695801,40.92052607087018
591.4467163085938,1404.733520507812,1095.02001953125,0.8820247054100037,29.95455169677734,38.07636847743299
